SwallowID,is_video_available,hosting_platform
10239,0,
10240,0,
10241,0,
10242,0,Zoom
10243,0,Zoom
10244,0,Zoom
10245,0,Zoom
10246,0,
10247,0,Zoom
10248,0,Zoom
10249,0,Facebook Live
10250,0,Facebook Live
10251,0,Facebook Live
10252,0,
10253,0,Zoom
10254,0,
10255,0,
10256,0,
10257,0,
10258,0,
10259,0,
10261,0,
10262,0,Zoom
10263,0,Zoom
10264,0,Zoom
10269,0,Instagram Live
10270,0,
10271,0,
10272,1,Facebook Live
10273,0,
10274,0,
10275,0,
10277,1,Facebook
10278,0,
10279,0,
10280,0,Discord
10281,0,Discord
10282,0,Discord
10283,0,Discord
10284,0,Discord; YouTube
10285,0,Discord; YouTube
10286,0,Discord; YouTube
10287,0,In-person
10288,0,Zoom
10289,0,Zoom
10290,0,YouTube
10291,0,
10292,0,Facebook; YouTube
10293,0,Facebook; YouTube
10294,1,Facebook; YouTube
10295,0,Zoom
10296,0,
10298,0,
10299,0,
10300,1,
10301,1,
10302,1,
10303,1,
10305,1,
10306,1,
10307,1,
10308,1,
10309,1,
10311,1,
10312,1,
10313,0,
10314,0,
10315,0,
10319,0,Zoom
10320,0,Zoom
10322,0,YouTube
10323,0,Facebook
10324,0,
10325,0,
10326,1,In-person
10327,0,Facebook; Hybrid
10328,0,Facebook Live
10329,0,Zoom
10330,1,Zoom
10331,0,Facebook Live
10332,0,Zoom
10333,0,Zoom
10337,0,Zoom
10338,0,
10339,0,Zoom
10340,0,Zoom
10341,0,Zoom
10342,0,Zoom
10343,0,Zoom
10344,0,Zoom
10349,0,Facebook Live
10351,0,Facebook Live
10352,0,Facebook Live
10353,0,Facebook Live
10355,0,Zoom
10356,0,Zoom
10357,0,Zoom
10358,0,Zoom
10359,0,
10360,0,Zoom
10361,0,Zoom
10362,0,Zoom
10363,0,Zoom
10364,0,
10366,0,Facebook Live
10369,0,Facebook Live
10370,0,Facebook Live
10374,0,Facebook Live
10375,0,Facebook Live
10376,0,
10377,0,Zoom
10378,0,Zoom
10379,0,Zoom
10380,0,Zoom
10381,0,Zoom
10382,0,Zoom
10383,0,Zoom
10386,0,Facebook Live
10388,0,Facebook; Twitter; YouTube
10389,0,Zoom
10390,0,YouTube
10391,0,Zoom
10392,0,Zoom
10393,0,Zoom
10394,0,Zoom
10395,0,Zoom
10397,0,
10398,0,
10399,1,YouTube
10400,0,Zoom
10401,0,Hybrid; Zoom
10402,0,In-person
10403,0,In-person
10404,0,Zoom
10405,0,Zoom
10406,0,In-person
10407,0,Zoom
10408,0,Zoom
10409,0,Zoom
10410,0,Zoom
10411,0,In-person
10416,0,
10419,0,Zoom
10420,0,Zoom
10421,0,Zoom
10422,0,Zoom
10423,0,Zoom
10424,0,Zoom
10425,0,Zoom
10426,0,Zoom
10427,0,Zoom
10428,0,YouTube
10446,0,
10449,0,
10450,0,
10459,0,
10460,0,
10461,0,
10462,0,YouTube
10463,0,Zoom
10464,0,YouTube
10465,0,YouTube
10466,0,YouTube
10467,0,Zoom
10468,0,Zoom
10469,0,YouTube
10470,0,Zoom
10471,0,Zoom
10472,0,Zoom
10473,0,Zoom
10474,0,Zoom
10475,0,Zoom
10476,0,YouTube
10477,0,Zoom
10478,0,
10479,0,
10482,0,
10483,0,
10484,0,
10485,0,
10486,0,
10487,0,
10488,0,
10515,0,
10519,0,
10520,0,
10521,0,
10522,0,
10523,0,Zoom
10524,0,Zoom
10525,0,Zoom
10526,0,YouTube
10527,0,YouTube
10528,1,Zoom
10529,1,Zoom
10533,0,Zoom
10534,0,Zoom
10535,1,Zoom
10536,0,Zoom
10537,0,Zoom
10538,1,Zoom
10539,1,Zoom
10540,0,Zoom
10541,0,Zoom
10543,0,
10545,0,Zoom
10547,0,
10550,0,
10552,0,
10553,0,
10555,0,
10558,0,
10559,0,
10584,0,In-person
10585,0,In-person
10586,0,In-person
10587,0,
10588,0,
10589,0,Zoom
10590,0,Zoom
10591,0,Zoom
10592,0,Zoom
10593,0,Zoom
10594,0,Zoom
10595,1,Facebook
10596,0,
10597,0,
10598,1,Facebook
10599,1,Facebook
10600,0,Facebook
10601,0,Facebook; YouTube
10602,1,Facebook; YouTube
10603,0,
10604,0,
10605,0,
10607,0,
10608,0,
10609,0,
10610,0,In-person
10611,0,In-person
10612,0,In-person
10613,0,In-person
10614,0,In-person
10615,0,In-person
10619,0,In-person
10620,0,In-person
10621,0,In-person
10622,0,In-person
10623,0,In-person
10624,0,In-person
10625,0,In-person
10626,0,In-person
10627,0,In-person
10628,0,In-person
10629,0,In-person
10630,0,In-person
10631,0,In-person
10632,0,In-person
10633,0,In-person
10634,0,In-person
10635,0,In-person
10636,0,In-person
10637,0,Facebook; Hybrid
10645,0,In-person
10646,0,In-person
10647,0,Facebook; In-person
10648,0,In-person
10651,0,In-person
10652,0,In-person
10653,0,In-person
10654,0,Facebook; In-person
10655,0,In-person
10656,0,In-person
10658,0,In-person
10659,0,In-person
10660,0,In-person
10662,0,In-person
10688,0,Zoom
10689,0,
10690,0,
10691,0,Zoom
10692,0,
10693,0,Zoom
10694,1,Zoom
10695,1,Zoom
10696,1,
10697,0,Zoom
10699,0,
10701,0,Zoom
10702,0,Zoom
10703,0,Zoom
10717,1,YouTube
10720,1,YouTube
10721,1,YouTube
10723,1,YouTube
10724,1,YouTube
10725,1,YouTube
10726,1,YouTube
10727,1,YouTube
10728,0,
10738,1,YouTube
10739,1,YouTube
10747,1,YouTube
10748,0,Zoom
10749,0,Brightspace
10750,0,Zoom
10751,0,Zoom
10752,1,YouTube
10753,1,YouTube
10754,1,YouTube
10755,1,YouTube
10756,1,YouTube
10757,1,YouTube
10758,1,YouTube
10759,1,YouTube
10760,1,YouTube
10761,1,YouTube
10762,1,YouTube
10763,1,YouTube
10764,0,
10765,0,Zoom
10766,0,Zoom
10768,0,Zoom
10769,0,Zoom
10770,0,Zoom
10771,0,Zoom
10772,1,YouTube
10773,1,YouTube
10774,1,YouTube
10775,0,Zoom
10777,0,
10778,0,Zoom
10779,0,Zoom
10791,0,
10792,0,Zoom
10793,0,Zoom
10794,0,Zoom
10796,0,Zoom
10800,0,Zoom
10801,0,Zoom
10802,0,
10804,0,Facebook Live
10805,0,Facebook Live
10806,0,
10807,0,
10808,0,
10809,0,
10810,0,Facebook Live
10811,0,
10812,0,Facebook Live
10813,0,
10814,0,Facebook Live; YouTube
10815,0,Facebook Live; YouTube
10816,0,Facebook Live; YouTube
10817,0,Zoom
10818,0,Facebook Live; YouTube
10819,0,Facebook Live; YouTube
10824,1,YouTube
10829,0,Facebook Live; YouTube
10830,1,YouTube
10831,0,
10832,1,YouTube
10834,1,YouTube
10835,0,
10836,0,
10837,0,
10838,0,
10839,0,
10840,0,
10841,0,
10842,1,YouTube
10843,1,YouTube
10844,1,YouTube
10845,1,YouTube
10846,0,
10847,0,
10848,0,
10849,0,Zoom
10850,0,Zoom
10851,0,Zoom
10852,0,Zoom
10853,0,Zoom
10854,0,Zoom
10855,0,Zoom
10857,0,Zoom
10858,0,Zoom
10859,0,Zoom
10860,0,Zoom
10861,0,Zoom
10862,1,YouTube
10863,0,Zoom
10864,0,Zoom
10865,0,Zoom
10866,0,
10867,0,Zoom
10868,1,Zoom
10869,1,YouTube
10870,1,YouTube
10871,1,YouTube
10872,1,YouTube
10873,1,YouTube
10874,1,YouTube
10875,1,YouTube
10876,1,YouTube
10877,1,YouTube
10878,1,YouTube
10879,1,YouTube
10895,0,Zoom
10896,0,Zoom
10897,0,Zoom
10898,0,Zoom
10899,0,Zoom
10900,0,Zoom
10902,0,Zoom
10903,0,
10904,0,
10905,1,YouTube
10906,1,YouTube
10907,1,YouTube
10908,1,YouTube
10909,1,YouTube
10910,1,YouTube
10911,1,YouTube
10912,1,YouTube
10913,1,YouTube
10914,1,YouTube
10916,1,YouTube
10917,1,YouTube
10918,1,YouTube
10919,1,YouTube
10920,1,YouTube
10921,1,YouTube
10922,1,YouTube
10923,1,YouTube
10924,1,YouTube
10925,1,YouTube
10926,1,YouTube
10927,1,YouTube
10928,1,YouTube
10929,1,YouTube
10930,0,
10953,0,
10955,0,In-person
10956,0,In-person
10957,0,
10958,0,In-person
10959,0,
10960,0,In-person
10961,0,Zoom
10962,0,In-person
10963,0,Zoom
10964,0,Zoom
10965,0,In-person
10966,0,In-person
10967,0,In-person
10969,0,In-person
10970,0,In-person
10971,0,Zoom
10972,0,In-person
10973,0,In-person
10974,0,
10975,0,
10976,0,Zoom
10977,0,
10979,0,Zoom
10980,0,
10982,0,Zoom
10983,0,Zoom
10984,0,Zoom
10985,0,Zoom
10986,0,Zoom
10987,0,Zoom
10988,0,Zoom
10989,1,Facebook
10995,0,Facebook
10996,0,Facebook
10997,1,Facebook
10999,0,Facebook
11000,0,Facebook
11005,0,Facebook
11006,0,Facebook
11008,0,Facebook
11009,0,Facebook
11011,0,
11012,0,Facebook
11013,0,Facebook
11014,0,Facebook
11015,0,Facebook
11017,0,Facebook
11026,0,Facebook
11027,0,Zoom
11028,0,Zoom
11029,0,Zoom
11030,0,Zoom
11031,0,Zoom
11032,0,Zoom
11033,0,Zoom
11034,1,Zoom
11035,0,
11036,1,Zoom
11037,1,Zoom
11038,1,Zoom
11039,1,Zoom
11040,1,Zoom
11041,1,Zoom
11042,1,Zoom
11043,0,
11044,1,
11045,1,
11046,1,
11047,1,
11048,1,
11049,1,
11050,0,
11051,1,
11052,1,Zoom
11053,1,Zoom
11054,1,Zoom
11055,1,Zoom
11056,0,Zoom
11057,0,Zoom
11058,0,Zoom
11059,1,Zoom
11060,1,Zoom
11061,0,Zoom
11082,1,Zoom
11084,1,Zoom
11085,1,Zoom
11087,0,
11088,0,
11089,0,
11090,0,Zoom
11091,0,Zoom
11092,0,Zoom
11093,0,Zoom
11094,0,Zoom
11095,0,Zoom
11096,0,Zoom
11097,0,Zoom
11098,0,
11102,0,Zoom
11105,0,Zoom
11106,0,Zoom
11107,0,Zoom
11108,0,Zoom
11109,0,Zoom
11113,0,Zoom
11114,0,
11115,0,Zoom
11116,0,Zoom
11117,0,Zoom
11118,0,Crowdcast
11119,0,
11121,0,Crowdcast
11122,0,Crowdcast
11123,0,Crowdcast
11124,0,Crowdcast
11125,0,Crowdcast
11126,0,Crowdcast
11131,0,
11137,0,Zoom
11138,0,Zoom
11139,0,Zoom
11149,0,Discord
11150,0,Zoom
11151,0,Zoom
11152,0,Zoom
11153,0,Zoom
11154,0,Crowdcast
11155,0,Crowdcast
11156,0,Zoom
11158,0,Zoom
11159,0,Crowdcast
11160,0,Discord
11161,0,Crowdcast
11162,0,Zoom
11163,0,Crowdcast
11164,0,Zoom
11165,0,Crowdcast
11166,0,Crowdcast
11167,0,Zoom
11168,0,Crowdcast
11169,0,Crowdcast
11170,0,Zoom
11171,0,Zoom
11172,0,
11173,0,
11174,0,Zoom
11175,0,
11176,0,
11177,0,Zoom
11178,0,
11180,0,Zoom
11181,0,Zoom
11182,0,Zoom
11183,0,Zoom
11184,0,
11185,0,
11186,0,
11187,0,
11188,0,
11189,0,
11190,0,
11191,0,
11192,0,
11193,0,
11194,0,Zoom
11195,0,Zoom
11214,0,Zoom
11215,0,Zoom
11216,0,Zoom
11217,0,Zoom
11218,0,Zoom
11219,0,Zoom
11220,0,Zoom
11221,0,Zoom
11223,0,Zoom
11224,0,Zoom
11225,0,Zoom
11226,0,Zoom
11227,0,Zoom
11228,0,Zoom
11230,0,Zoom
11231,0,Zoom
11232,0,Zoom
11233,0,Zoom
11235,0,Zoom
11236,0,Zoom
11238,0,Zoom
11242,0,Zoom
11243,0,Zoom
11244,0,Zoom
11245,0,Zoom
11248,0,
11251,0,Zoom
11252,0,Zoom
11253,0,Zoom
11254,0,Zoom
11255,0,Zoom
11256,0,Zoom
11257,0,Zoom
11258,0,
11259,0,
11260,0,Zoom
11261,0,Zoom
11262,0,Zoom
11263,0,Zoom
11275,1,Zoom
11276,1,Zoom
11277,1,Zoom
11278,0,
11279,0,Zoom
11281,0,Zoom
11282,0,Zoom
11283,0,Zoom
11284,0,Zoom
11285,0,Zoom
11286,0,Zoom
11287,0,Zoom
11288,0,Zoom
11289,0,Zoom
11290,0,Zoom
11291,0,Zoom
11292,0,Zoom
11293,0,Zoom
11294,0,Zoom
11295,0,Zoom
11296,0,Zoom
11297,0,Zoom
11298,0,Zoom
11299,0,Zoom
11300,0,Zoom
11301,0,Zoom
11302,0,Zoom
11303,0,Zoom
11305,1,Zoom
11306,1,Zoom
11307,0,YouTube
11308,1,Zoom
11309,1,Zoom
11310,1,Zoom
11311,0,YouTube
11327,1,Zoom
11328,1,Zoom
11329,0,Zoom
11330,0,Zoom
11331,0,Zoom
11332,0,Zoom
11333,0,Zoom
11334,0,Zoom
11335,0,Zoom
11336,0,Zoom
11337,0,Zoom
11338,0,Zoom
11339,0,Zoom
11351,0,
11365,0,
11367,0,Zoom
11368,0,Zoom
11369,0,Facebook
11370,0,Zoom
11371,0,Zoom
11372,0,Zoom
11373,0,Zoom
11374,0,Facebook
11375,0,Zoom
11376,0,Zoom
11377,0,Zoom
11378,0,Zoom
11379,0,Facebook
11380,0,Facebook
11381,1,Facebook
11382,1,Facebook
11385,0,Zoom
11386,1,Facebook
11387,0,Zoom
11388,0,Instagram
11389,0,Instagram
11390,0,Instagram
11391,0,Twitter
11393,1,Zoom
11394,0,Instagram
11395,0,Facebook
11396,0,Instagram
11397,0,Facebook
11398,1,YouTube
11399,0,Facebook
11400,1,YouTube
11402,0,Facebook
11403,1,YouTube
11404,0,Instagram
11405,0,Facebook
11406,1,YouTube
11407,0,Twitter
11409,0,Instagram
11410,0,Instagram
11411,0,Instagram
11412,0,Instagram
11413,0,Instagram
11414,0,Instagram
11415,0,Instagram
11416,0,Instagram
11417,0,Facebook
11418,0,Instagram
11419,0,
11420,0,
11421,0,Facebook
11422,0,Zoom
11423,0,YouTube
11424,0,YouTube
11425,0,Facebook
11426,0,Zoom
11427,0,Instagram
11428,0,Facebook
11429,0,
11430,0,Zoom
11443,0,Zoom
11444,0,Zoom
11445,0,Zoom
11446,0,Zoom
11447,0,Zoom
11448,0,Zoom
11449,0,Zoom
11450,0,Zoom
11452,0,YouTube
11454,0,YouTube
11456,0,Zoom
11457,0,
11458,0,Zoom
11459,0,Zoom
11460,1,Zoom
11461,0,Zoom
11462,0,Zoom
11463,0,Zoom
11464,0,Zoom
11465,0,Zoom
11466,0,Zoom
11485,0,Zoom
11486,0,Zoom
11488,0,Zoom
11489,0,Zoom
11490,0,Zoom
11491,1,Zoom
11492,1,Zoom
11493,0,Zoom
11494,1,Zoom
11495,0,
11496,0,
11497,1,Facebook Live
11498,1,Facebook Live
11499,1,YouTube
11500,0,YouTube
11501,0,YouTube
11502,1,Crowdcast
11503,1,
11504,1,Crowdcast; In-person
11505,1,Crowdcast
11506,1,Crowdcast
11507,1,Crowdcast
11508,0,Zoom
11509,0,Zoom
11523,1,Facebook
11524,0,In-person
11525,0,
11526,0,
11527,1,Zoom
11528,1,Zoom
11529,1,Zoom
11530,1,Zoom
11531,1,Zoom
11532,0,Zoom
11535,0,Zoom
11536,0,Zoom
11537,0,Zoom
11538,0,Zoom
11539,0,
11540,0,
11541,0,
11542,0,
11543,0,
11545,0,
11555,0,Zoom
11556,0,Zoom
11559,0,Zoom
11560,0,Zoom
11561,0,Zoom
11562,0,Zoom
11563,0,Zoom
11564,0,Zoom
11565,0,Zoom
11566,0,Zoom
11567,0,Zoom
11569,1,Zoom
11570,1,Zoom
11571,1,Zoom
11573,0,Zoom
11574,1,Zoom
11576,1,Zoom
11577,1,Zoom
11578,0,Zoom
11579,1,Zoom
11580,1,Zoom
11581,1,Zoom
11582,1,Zoom
11583,1,Zoom
11584,1,Zoom
11587,1,Zoom
11588,1,Zoom
11589,1,Zoom
11590,0,Zoom
11591,0,Zoom
11592,0,Zoom
11593,0,Zoom
11594,0,Zoom
11595,0,Zoom
11596,0,In-person
11597,0,In-person
11598,0,
11599,0,In-person
11600,0,In-person
11601,0,In-person
11602,0,In-person
11603,0,In-person
11604,0,In-person
11605,0,Zoom
11606,0,
11607,0,In-person
11608,0,In-person
11609,0,In-person
11610,0,
11611,0,In-person
11612,0,In-person
11613,0,In-person
11614,0,Zoom
11615,0,Zoom
11616,0,Zoom
11617,0,In-person; Zoom
11618,0,Zoom
11619,0,In-person
11620,0,In-person; Zoom
11621,0,Zoom
11622,0,Zoom
11623,0,In-person
11624,0,In-person
11625,0,In-person
11631,1,Zoom
11633,1,Zoom
11639,1,Zoom
11640,1,Zoom
11641,0,
11642,0,
11643,0,
11644,0,
11648,0,Zoom
11649,0,Zoom
11650,0,
11651,0,
11652,0,Zoom
11653,0,
11654,0,Zoom
11655,0,In-person
11656,0,Zoom
11657,0,
11658,0,Zoom
11659,0,Zoom
11660,0,Zoom
11661,0,
11662,0,Zoom
11663,0,Zoom
11664,0,
11665,0,Zoom
11666,0,
11667,0,Zoom
11668,0,Zoom
11669,1,Hybrid; YouTube
11670,0,
11671,1,Hybrid; YouTube
11672,1,YouTube
11673,1,
11674,1,YouTube
11675,1,Hybrid; YouTube
11676,0,YouTube
11677,1,YouTube
11678,1,YouTube
11679,1,YouTube
11680,1,
11681,1,Zoom
11682,0,Zoom
11683,0,
11684,0,Zoom
11685,0,Zoom
11686,0,Zoom
11687,0,Zoom
11688,0,Zoom
11689,0,Zoom
11690,0,Zoom
11691,0,Zoom
11692,0,Zoom
11694,0,Zoom
11695,0,Zoom
11696,0,Zoom
11697,0,Zoom
11698,0,Zoom
11699,0,Zoom
11701,0,Zoom
11703,0,Zoom
11704,0,Zoom
11705,0,Zoom
11706,0,
11707,0,Zoom
11708,0,Zoom
11709,0,Zoom
11711,0,Zoom
11712,0,Zoom
11713,0,Zoom
11714,0,Zoom
11715,0,Zoom
11716,0,Zoom
11717,0,Zoom
11718,0,Zoom
11755,0,Hybrid; Instagram
11756,0,Zoom
11757,0,Zoom
11758,0,
11759,0,Zoom
11760,0,Zoom
11761,0,Zoom
11762,0,Zoom
11763,0,Zoom
11764,0,Zoom
11765,0,Zoom
11766,0,Zoom
11767,0,Zoom
11768,0,Zoom
11769,0,Hybrid; Zoom
11770,0,Hybrid; Zoom
11771,0,Hybrid; Zoom
11772,0,Zoom
11774,0,Facebook Live; Zoom
11775,0,Zoom
11776,1,Zoom
11777,0,Zoom
11778,1,
11779,1,Zoom
11780,0,Zoom
11781,0,
11782,0,
11783,0,Zoom
11784,0,Zoom
11785,0,
11786,1,Facebook Live
11787,0,Zoom
11788,0,Zoom
11791,0,Zoom
11792,0,Zoom
11793,0,Zoom
11794,0,Zoom
11811,0,Zoom
11812,0,Zoom
11814,0,Zoom
11815,0,Zoom
11816,0,Zoom
11817,0,Zoom
11818,0,Zoom
11819,0,Zoom
11820,0,Zoom
11821,0,Zoom
11822,0,Zoom
11823,0,Zoom
11824,0,Zoom
11825,0,Zoom
11826,0,Zoom
11827,0,Zoom
11828,0,Zoom
11829,0,Zoom
11830,0,Zoom
11831,0,Zoom
11832,0,Zoom
11833,0,
11834,0,Zoom
11835,0,Zoom
11836,0,Zoom
11837,0,Zoom
11838,0,Zoom
11839,0,Zoom
11840,0,Zoom
11841,0,
11842,0,Zoom
11843,0,Zoom
11844,0,Zoom
11845,0,Zoom
11846,0,Zoom
11847,0,Zoom
11848,0,Zoom
11849,0,Zoom
11853,0,
11854,0,Zoom
11855,0,Zoom
11856,0,Zoom
11857,0,Zoom
11858,0,Zoom
11859,0,Zoom
11860,0,Zoom
11861,0,Zoom
11862,0,Zoom
11863,0,Zoom
11864,0,Zoom
11865,0,Zoom
11866,0,Zoom
11870,0,
11871,0,
11872,0,
11873,0,
11874,0,
11875,0,
11876,0,
11877,0,Zoom
11878,0,
11879,0,Zoom
11880,0,Zoom
11881,0,Zoom
11882,0,Zoom
11883,0,
11884,0,Zoom
11885,0,Zoom
11886,0,Zoom
11887,0,Zoom
11888,0,Zoom
11889,0,Zoom
11891,0,
11892,0,Zoom
11893,0,Zoom
11894,0,Zoom
11898,0,Zoom
11899,0,Zoom
11900,0,Zoom
11901,0,Zoom
11902,0,Zoom
11903,0,Zoom
11904,0,Zoom
11905,0,Zoom
11906,0,
11907,0,Zoom
11908,0,Zoom
11913,0,Zoom
11914,0,Zoom
11915,0,Zoom
11916,0,Zoom
11917,0,Zoom
11918,0,Zoom
11925,0,Zoom
11927,0,Zoom
11928,0,Zoom
11929,0,Zoom
11930,0,Zoom
11934,0,Zoom
11935,0,
11936,0,YouTube; Zoom
11937,0,
11943,0,Zoom
11944,0,Zoom
11945,0,Zoom
11946,0,Zoom
11947,0,Zoom
11948,0,Zoom
11949,0,Zoom
11950,0,Zoom
11952,0,Zoom
11953,0,Zoom
11954,0,Zoom
11955,0,Zoom
11956,0,Zoom
11957,0,Zoom
11958,0,Zoom
11962,0,Zoom
11963,0,Zoom
11964,0,Zoom
11965,0,Zoom
11966,0,Zoom
11967,0,Zoom
11968,0,Zoom
11969,0,Zoom
11970,0,Zoom
11971,0,Zoom
11972,0,Zoom
11973,0,Zoom
11974,0,Zoom
11975,0,Vimeo
11981,0,Zoom
11987,1,Zoom
11988,0,Zoom
11989,0,Zoom
11991,0,Zoom
11992,0,Zoom
11993,0,
12022,1,Vimeo
12023,1,Vimeo
12024,1,Facebook
12025,1,Facebook
12026,1,Facebook
12027,1,Facebook
12028,1,Facebook
12029,1,Facebook
12030,0,
12031,0,
12032,0,
12033,0,
12034,0,
12035,0,
12036,0,
12038,0,
12047,0,
12048,1,
12049,1,
12053,0,
12059,0,Zoom
12060,0,Zoom
12061,0,
12063,0,
12064,0,
12088,1,YouTube
12089,1,YouTube
12091,1,YouTube
12092,1,YouTube
12093,1,YouTube
12094,1,Facebook
12095,1,YouTube
12096,1,YouTube
12097,1,YouTube
12098,1,YouTube
12099,1,
12100,1,YouTube
12101,1,YouTube
12102,1,YouTube
12103,1,YouTube
12104,1,YouTube
12105,1,YouTube
12106,1,YouTube
12107,1,YouTube
12108,1,YouTube
12109,1,YouTube
12110,1,YouTube
12111,1,
12112,1,YouTube
12113,1,YouTube
12114,1,YouTube
12116,1,YouTube
12117,1,YouTube
12119,1,YouTube
12213,1,Facebook Live
12226,1,Zoom
12227,1,Zoom
12228,1,Zoom
12230,1,Zoom
12232,1,YouTube
12234,1,Facebook Live
12235,0,
12236,0,
12237,1,Zoom
12238,0,Zoom
12239,1,Zoom
12251,0,
12253,0,
12255,1,YouTube; Zoom
12257,1,YouTube; Zoom
12259,1,YouTube; Zoom
12260,1,YouTube; Zoom
12261,1,YouTube; Zoom
12262,1,YouTube; Zoom
12263,1,YouTube; Zoom
12264,1,YouTube; Zoom
12268,1,YouTube; Zoom
12269,1,YouTube; Zoom
12271,1,YouTube; Zoom
12272,1,YouTube; Zoom
12273,1,YouTube; Zoom
12274,0,
12280,1,YouTube; Zoom
12281,1,YouTube; Zoom
12282,1,YouTube; Zoom
12283,1,YouTube; Zoom
12284,1,YouTube; Zoom
12285,1,YouTube; Zoom
12292,1,YouTube; Zoom
12293,1,YouTube; Zoom
12294,1,YouTube; Zoom
12295,1,YouTube; Zoom
12296,1,YouTube; Zoom
12298,1,YouTube; Zoom
12299,1,YouTube; Zoom
12300,1,YouTube; Zoom
12301,1,YouTube; Zoom
12302,1,YouTube; Zoom
12305,1,YouTube; Zoom
12306,1,YouTube; Zoom
12307,1,YouTube; Zoom
12308,1,YouTube; Zoom
12309,1,YouTube; Zoom
12310,0,
12311,1,YouTube; Zoom
12316,0,
12317,0,
12318,1,YouTube; Zoom
12319,1,YouTube; Zoom
12320,1,YouTube; Zoom
12321,1,YouTube; Zoom
12322,1,YouTube; Zoom
12323,1,YouTube; Zoom
12324,1,YouTube; Zoom
12325,1,YouTube; Zoom
12326,1,YouTube; Zoom
12327,1,YouTube; Zoom
12328,1,YouTube; Zoom
12329,1,YouTube; Zoom
12330,1,YouTube; Zoom
12331,1,YouTube; Zoom
12332,1,YouTube; Zoom
12333,1,YouTube; Zoom
12334,1,Zoom
12336,1,Zoom
12338,1,Zoom
12339,0,Zoom
12340,1,YouTube; Zoom
12341,1,YouTube; Zoom
12342,1,YouTube; Zoom
12344,1,Facebook Live
12345,1,Facebook Live
12346,1,Facebook Live
12347,0,Facebook Live
12348,1,YouTube; Zoom
12349,1,YouTube; Zoom
12350,1,YouTube; Zoom
12351,0,
12352,1,YouTube
12353,0,Zoom
12354,1,YouTube; Zoom
12355,1,YouTube; Zoom
12363,1,YouTube; Zoom
12364,1,YouTube; Zoom
12365,0,YouTube; Zoom
12366,0,YouTube; Zoom
12367,1,YouTube; Zoom
12368,0,YouTube; Zoom
12369,0,YouTube
12371,0,Zoom
12372,0,
12373,0,
12377,0,Zoom
12381,0,
12383,0,Facebook
12384,0,YouTube
12385,0,YouTube
12386,0,YouTube
12388,0,Facebook
12390,1,YouTube
12391,0,Facebook
12392,0,Demio
12393,0,Facebook
12394,0,YouTube
12395,1,Facebook
12396,1,YouTube
12397,1,Facebook
12398,0,YouTube
12400,0,
12401,0,YouTube
12402,1,YouTube
12403,1,YouTube
12404,1,YouTube; Zoom
12405,1,YouTube
12406,1,YouTube; Zoom
12407,1,YouTube
12408,1,YouTube; Zoom
12409,1,YouTube
12410,0,YouTube; Zoom
12411,1,YouTube; Zoom
12412,1,YouTube
12413,1,YouTube; Zoom
12414,1,YouTube
12415,0,
12416,0,
12417,0,
12418,0,
12421,1,Facebook Live
12422,1,Facebook Live
12423,1,Facebook Live
12424,1,Facebook Live
12425,1,
12426,1,Facebook Live
12427,1,Facebook Live
12429,1,YouTube; Zoom
12430,1,YouTube
12432,0,Zoom
12433,0,Zoom
12434,0,Zoom
12435,0,Zoom
12436,0,
12437,0,
12438,0,
12439,0,
12440,0,
12441,1,YouTube
12442,0,
12443,1,YouTube
12444,1,YouTube
12445,0,
12446,0,
12447,1,YouTube; Zoom
12448,0,
12449,1,YouTube
12450,0,
12451,1,YouTube
12452,0,
12453,0,
12454,0,
12455,0,Zoom
12456,1,YouTube; Zoom
12458,1,YouTube; Zoom
12459,1,YouTube; Zoom
12460,0,
12461,0,Zoom
12463,1,YouTube; Zoom
12464,1,YouTube
12465,1,YouTube; Zoom
12466,0,
12467,0,
12468,0,
12469,0,
12470,0,
12471,0,
12472,1,
12474,1,Zoom
12475,1,Zoom
12476,1,Zoom
12477,1,Zoom
12479,1,Zoom
12480,1,Zoom
12482,0,Zoom
12483,0,
12485,0,Zoom
12486,0,Zoom
12488,0,Zoom
12489,0,Zoom
12490,0,Zoom
12492,0,Zoom
12493,0,
12495,1,
12496,1,
12497,1,
12498,1,
12499,1,
12500,1,
12501,1,
12502,1,
12503,1,
12504,1,
12505,1,
12506,1,
12507,1,
12508,1,
12509,1,
12510,1,
12511,1,
12512,1,
12513,1,
12514,1,
12515,1,
12516,1,
12517,1,
12518,1,
12519,1,
12520,1,
12521,1,
12522,1,
12524,1,
12525,1,
12527,0,Zoom
12529,1,Zoom
12530,1,Zoom
12533,0,
12534,0,
12536,0,
12537,0,
12540,0,
12541,0,
12542,0,
12543,0,
12544,0,
12545,0,
12547,0,
12548,0,
12549,0,
12550,0,
12551,0,
12552,0,
12553,0,
12554,1,
12555,0,
12557,1,
12558,1,
12559,1,
12561,0,
12563,1,
12564,1,
12565,1,
12566,1,
12568,1,
12569,1,
12570,1,
12571,1,
12572,1,
12573,1,
12574,1,
12575,1,
12577,1,Zoom
12578,1,Zoom
12579,1,Zoom
12580,0,Zoom
12581,0,Zoom
12582,0,
12583,0,
12584,0,
12585,0,
12586,0,
12587,0,
12588,0,
12589,0,
12590,0,
12591,0,
12592,0,
12593,0,
12594,0,
12595,0,
12596,0,
12597,0,
12598,0,
12599,0,
12600,0,
12601,0,
12602,0,
12603,0,
12604,0,
12605,0,
12606,0,
12607,0,
