SwallowID,Location
10905,"{""id"": ""6303d589783971.70314572"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10906,"{""id"": ""6303d962b3d227.37913970"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10907,"{""id"": ""6303ddbba86502.24139472"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10908,"{""id"": ""6303dfb808e4a4.54563215"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10909,"{""id"": ""6303f18d4138f9.24759666"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10910,"{""id"": ""6303f55654eae7.93308923"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10911,"{""id"": ""6303f786e05ae6.28799498"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10912,"{""id"": ""6303fcca1f5c58.65272626"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10913,"{""id"": ""630526af238ee8.95390314"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10914,"{""id"": ""63052b18ad2857.86576249"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10916,"{""id"": ""63052e29764460.30997591"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10917,"{""id"": ""6305415077b3d1.23467190"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10918,"{""id"": ""63054362ed9889.59998747"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10919,"{""id"": ""630545f3954fd1.57762603"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10920,"{""id"": ""63054914d5a2f8.57744792"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10921,"{""id"": ""63054abeb35d48.92369248"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10922,"{""id"": ""63054e1173cc80.00272674"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10923,"{""id"": ""63066ec76fa5b5.02183456"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10924,"{""id"": ""63067b30aa15b3.59931534"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10925,"{""id"": ""63067f4c0caa42.96033021"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10926,"{""id"": ""6306821529d916.68663562"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10927,"{""id"": ""63069347b16170.74938662"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10928,"{""id"": ""6306970036d761.77444223"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10929,"{""id"": ""630698b4760bf7.03283840"", ""url"": """", ""notes"": ""\""Online platform\"": \""Youtube\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10979,"{""id"": ""6316384eb4b9c4.73980443"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10982,"{""id"": ""631644a85c1014.48073162"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10983,"{""id"": ""63164601f00252.55866201"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10984,"{""id"": ""63165135bc5187.59085879"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10985,"{""id"": ""631652a4737ea6.39227385"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10986,"{""id"": ""6316544cdfc8f8.32663277"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10987,"{""id"": ""63165ecd5f2337.43145933"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10988,"{""id"": ""63165ff5dc6539.75222826"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10989,"{""id"": ""631778a7d07266.51690675"", ""url"": """", ""notes"": ""\""Online platform\"": \""Facebook\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10995,"{""id"": ""6318de59cb6171.41348712"", ""url"": """", ""notes"": ""\""Online platform\"": \""Facebook\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10996,"{""id"": ""6318dff1e26280.01885080"", ""url"": """", ""notes"": ""\""Online platform\"": \""Facebook\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10997,"{""id"": ""6318e180417f80.97151121"", ""url"": """", ""notes"": ""\""Online platform\"": \""Facebook\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
10999,"{""id"": ""6318e2a490c896.67198320"", ""url"": """", ""notes"": ""\""Online platform\"": \""Facebook\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11000,"{""id"": ""6318fb1624f130.27742299"", ""url"": """", ""notes"": ""\""Online platform\"": \""Facebook\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11005,"{""id"": ""6318fc0eef1555.87274662"", ""url"": """", ""notes"": ""\""Online platform\"": \""Facebook\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11006,"{""id"": ""6318fd8b9bd948.95953684"", ""url"": """", ""notes"": ""\""Online platform\"": \""Facebook\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11008,"{""id"": ""6318ff3312b117.86320841"", ""url"": """", ""notes"": ""\""Online platform\"": \""Facebook\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11009,"{""id"": ""631903925c4d60.36623245"", ""url"": """", ""notes"": ""\""Online platform\"": \""Facebook\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11012,"{""id"": ""6319081c2ec1f6.08165891"", ""url"": """", ""notes"": ""\""Online platform\"": \""Facebook\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11013,"{""id"": ""631909b1cf0888.39440976"", ""url"": """", ""notes"": ""\""Online platform\"": \""Facebook\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11014,"{""id"": ""63190b1c9ee3f1.01940726"", ""url"": """", ""notes"": ""\""Online platform\"": \""Facebook\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11015,"{""id"": ""6319106b055536.36580237"", ""url"": """", ""notes"": ""\""Online platform\"": \""Facebook\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11017,"{""id"": ""631f7d89e6f4b7.15638231"", ""url"": """", ""notes"": ""\""Online platform\"": \""Facebook\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11026,"{""id"": ""631f7ec4693ae3.64568581"", ""url"": """", ""notes"": ""\""Online platform\"": \""Facebook\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11027,"{""id"": ""631f8bd857e044.16813705"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11028,"{""id"": ""631f8ebaad4670.54997588"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11029,"{""id"": ""631f9430f3f4a0.43329925"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11030,"{""id"": ""631f953c9b62d0.13226264"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11031,"{""id"": ""631f9662706f33.71510954"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11032,"{""id"": ""631f978245b072.08464862"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11033,"{""id"": ""631f997303f535.84011535"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11034,"{""id"": ""631f9d25b0eda7.60608002"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11036,"{""id"": ""631faade48cf92.68114265"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11037,"{""id"": ""631fac3d395c30.33726378"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11038,"{""id"": ""631fad918961a5.77243039"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11039,"{""id"": ""631fb130539383.65367908"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11040,"{""id"": ""631fb26ebdc1c3.52166020"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11041,"{""id"": ""631fb3cd923729.43384858"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11042,"{""id"": ""63223790b4c180.19173573"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11052,"{""id"": ""63223c9ea8f5a3.29379457"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11053,"{""id"": ""6322403ce36fb6.97244685"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11054,"{""id"": ""632241e671b9d1.64629433"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11055,"{""id"": ""63224339e5cb47.24760050"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11056,"{""id"": ""63224455cf1276.28329929"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11057,"{""id"": ""6322455c8b3c64.35959150"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11058,"{""id"": ""6322468cd4dc15.77626672"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11059,"{""id"": ""6322481daf15f7.55921858"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11060,"{""id"": ""632249a78a3cb5.13170822"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11061,"{""id"": ""6328b89050d287.55965329"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11082,"{""id"": ""6328b9df5414d0.11942784"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11084,"{""id"": ""6328c1f6e30d46.15085762"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11085,"{""id"": ""6328c46d1a49c0.73601046"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11090,"{""id"": ""6328dbe9201de3.32780671"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11091,"{""id"": ""6328ddec8b6e82.14839685"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11092,"{""id"": ""6328e034799c74.78724853"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11093,"{""id"": ""6328e22662f1f1.18486943"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11094,"{""id"": ""6328e461c901b4.31068946"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11095,"{""id"": ""6328e6812310d2.63651930"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11096,"{""id"": ""632b70e36e1696.85480528"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11097,"{""id"": ""632b763938a103.59656820"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11115,"{""id"": ""63321c2bd76fd2.88058089"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11116,"{""id"": ""63321f025854c9.03277697"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11117,"{""id"": ""633220e6ca1356.57864354"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11118,"{""id"": ""6334ac5a6ac505.12292278"", ""url"": """", ""notes"": ""\""Online platform\"": \""Crowdcast\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11121,"{""id"": ""6334b239545574.35186404"", ""url"": """", ""notes"": ""\""Online platform\"": \""Crowdcast\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11122,"{""id"": ""6334ba49ceaec6.84656399"", ""url"": """", ""notes"": ""\""Online platform\"": \""Crowdcast\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11123,"{""id"": ""6334bbc75e57d8.34144570"", ""url"": """", ""notes"": ""\""Online platform\"": \""Crowdcast\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11124,"{""id"": ""6334c29e9c1d28.19242768"", ""url"": """", ""notes"": ""\""Online platform\"": \""Crowdcast\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11125,"{""id"": ""6334c3a8b5e263.81659238"", ""url"": """", ""notes"": ""\""Online platform\"": \""Crowdcast\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11126,"{""id"": ""633b2c613c1428.77403484"", ""url"": """", ""notes"": ""\""Online platform\"": \""Crowdcast\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11154,"{""id"": ""633b328a37e9e3.75236006"", ""url"": """", ""notes"": ""\""Online platform\"": \""Crowdcast\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11155,"{""id"": ""633b3b5261e5c5.02085101"", ""url"": """", ""notes"": ""\""Online platform\"": \""Crowdcast\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11159,"{""id"": ""633b3cc98023f9.05053604"", ""url"": """", ""notes"": ""\""Online platform\"": \""Crowdcast\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11161,"{""id"": ""633b3fe8aac429.64908550"", ""url"": """", ""notes"": ""\""Online platform\"": \""Crowdcast\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11163,"{""id"": ""633b421a6de465.01033877"", ""url"": """", ""notes"": ""\""Online platform\"": \""Crowdcast\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11165,"{""id"": ""633b4319c26885.08176850"", ""url"": """", ""notes"": ""\""Online platform\"": \""Crowdcast\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11166,"{""id"": ""633b4665d0d208.84227366"", ""url"": """", ""notes"": ""\""Online platform\"": \""Crowdcast\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11168,"{""id"": ""633b4865d4c430.68683739"", ""url"": """", ""notes"": ""\""Online platform\"": \""Crowdcast\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11169,"{""id"": ""633b4c2ae72553.60704719"", ""url"": """", ""notes"": ""\""Online platform\"": \""Crowdcast\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11174,"{""id"": ""633b5baa894dc5.54035871"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11194,"{""id"": ""633df274160918.60045206"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11195,"{""id"": ""63446f80aa5b35.96455898"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11214,"{""id"": ""634471f561e450.29401545"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11215,"{""id"": ""6344739a6f4d51.98262641"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11216,"{""id"": ""634474e4eaaca8.31455585"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11217,"{""id"": ""634476a8ac52c0.54399790"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11218,"{""id"": ""63447a178de7e0.53531518"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11219,"{""id"": ""634483d1b054d8.54136302"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11220,"{""id"": ""634485cccbfca0.19889595"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11221,"{""id"": ""6344871376c851.34903170"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11223,"{""id"": ""63448846bf68d9.88284856"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11224,"{""id"": ""63448bb2220932.29665500"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11225,"{""id"": ""63448cf6d0f509.83792472"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11226,"{""id"": ""63448e9bedb1f8.11892699"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11227,"{""id"": ""63473392ce8fb3.84435966"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11231,"{""id"": ""634737cb8859b1.48543465"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11232,"{""id"": ""6347397d3a3bc1.69687435"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11233,"{""id"": ""63504ca9795e49.50656495"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11251,"{""id"": ""635052d1ed2a62.21295726"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11252,"{""id"": ""6350559fb04383.22428663"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11253,"{""id"": ""635059ec1b9084.06604253"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11254,"{""id"": ""63505bc9d89df8.35342809"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11255,"{""id"": ""63505e00c48ae0.40015196"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11256,"{""id"": ""63506487e236f8.16652954"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11257,"{""id"": ""63506a33e77760.11154461"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11260,"{""id"": ""6350732553efb9.04120991"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11261,"{""id"": ""6350747429ce18.82166560"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11262,"{""id"": ""635075d957b914.48752655"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11263,"{""id"": ""6356ebe25bfaa4.82876873"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11281,"{""id"": ""6356ef8a5f56c6.97041539"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11282,"{""id"": ""6356f1ce773428.61164361"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
11283,"{""id"": ""6356f3148d99e2.47416949"", ""url"": """", ""notes"": ""\""Online platform\"": \""Zoom\"""", ""venue"": ""Virtual location"", ""address"": """", ""latitude"": """", ""longitude"": """"}"
